ID,Date,Zone,Lat,Long,Meter Number,Reason for Over Abstraction,HouseHolds,Type of Housing,Main Pipe Length,Daily Abstraction Avg,Water Kiosks,Car Wash and Hotels,Schools,Churches,Farming,Over Abstraction
3,14/10/2016,Upper Kayole,0.747153,36.465,WT11-6''-1269,0,125,rentals storied (2 bedroomed plus),2120,93.75,1,2,0,1,2,0
6,15/10/2016,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,Htl_Inds,179,single units rentals,1604,134.25,2,0,1,2,1,16
10,16/10/2016,mirema,0.746781,36.456256,WT11-6''-12905,Other_Acts,150,single family units,1455,112.5,0,0,1,2,4,3
3,16/10/2016,Upper Kayole,0.747153,36.465,WT11-6''-1269,0,125,rentals storied (2 bedroomed plus),2120,93.75,1,2,0,1,2,0
3,19/10/2016,Upper Kayole,0.747153,36.465,WT11-6''-1269,Mt_Pb,125,rentals storied (2 bedroomed plus),2120,93.75,1,2,0,1,2,2
3,19/10/2016,Upper Kayole,0.747153,36.465,WT11-6''-1269,Mt_Pb,125,rentals storied (2 bedroomed plus),2120,93.75,1,2,0,1,2,2
8,20/10/2016,Lower Kayole,0.748819,36.465983,WT11-6''-2949,Other_Acts,181,Single Units rentals,1710,135.75,0,0,0,3,1,4
11,22/10/2016,mirema,0.747003,36.452739,WT11-6-08-07022,Mt_Pb,69,single family units,1230,51.75,0,0,0,0,4,16
5,26/10/2016,Upper Kayole,0.752542,36.471314,WT11-6''-97-3753,LK_3,251,mixed rentals and homes,1650,188.25,1,3,1,3,4,8
10,27/10/2016,mirema,0.746781,36.456256,WT11-6''-12905,0,150,single family units,1455,112.5,0,0,1,2,4,0
8,27/10/2016,Lower Kayole,0.748819,36.465983,WT11-6''-2949,0,181,Single Units rentals,1710,135.75,0,0,0,3,1,0
5,27/10/2016,Upper Kayole,0.752542,36.471314,WT11-6''-97-3753,0,47,mixed rentals and homes,1650,35.25,1,3,1,3,4,0
11,28/10/2016,mirema,0.747003,36.452739,WT11-6-08-07022,LK_1,69,single family units,1230,51.75,0,0,0,0,4,5
11,28/10/2016,mirema,0.747003,36.452739,WT11-6-08-07022,LK_2,69,single family units,1230,51.75,0,0,0,0,4,5
2,7/11/2016,park view,0.745786,36.463575,WT-4''-96-4969,LK_3,8,mixed family and single rentals,4230,6,0,0,0,0,2,8
6,7/11/2016,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,Mt_Pb,138,single units rentals,1604,103.5,2,0,1,2,1,2
1,8/11/2016,park view,0.744511,36.462356,WT-4''-96-4997,LK_1,69,single family units,3480,51.75,2,1,0,2,3,8
10,11/11/2016,mirema,0.746781,36.456256,WT11-6''-12905,Other_Acts,150,single family units,1455,112.5,0,0,1,2,4,3
8,14/11/2016,Lower Kayole,0.748819,36.465983,WT11-6''-2949,Mt_Pb,181,Single Units rentals,1710,135.75,0,0,0,3,1,1
7,14/11/2016,Lower Kayole,0.745989,36.462861,WT-6''-97-3758,LK_1,268,single units rentals,3775,201,0,0,1,5,1,8
7,14/11/2016,Lower Kayole,0.745989,36.462861,WT-6''-97-3758,LK_3,45,single units rentals,3775,33.75,0,0,1,5,1,120
3,14/11/2016,Upper Kayole,0.747153,36.465,WT11-6''-1269,Other_Acts,125,rentals storied (2 bedroomed plus),2120,93.75,1,2,0,1,2,8
9,15/11/2016,Lower Kayole,0.751231,36.468708,WT11-6''-06-1378,0,220,one bedroomed plus,2600,165,2,2,0,0,1,0
2,16/11/2016,park view,0.745786,36.463575,WT-4''-96-4969,LK_3,8,mixed family and single rentals,4230,6,0,0,0,0,2,3
1,17/11/2016,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,3
11,18/11/2016,mirema,0.747003,36.452739,WT11-6-08-07022,LK_3,136,single family units,1230,102,0,0,0,0,4,8
8,18/11/2016,Lower Kayole,0.748819,36.465983,WT11-6''-2949,LK_3,181,Single Units rentals,1710,135.75,0,0,0,3,1,4
11,21/11/2016,mirema,0.747003,36.452739,WT11-6-08-07022,LK_3,136,single family units,1230,102,0,0,0,0,4,8
1,22/11/2016,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,1
10,23/11/2016,mirema,0.746781,36.456256,WT11-6''-12905,LK_3,150,single family units,1455,112.5,0,0,1,2,4,8
10,25/11/2016,mirema,0.746781,36.456256,WT11-6''-12905,Rare_Acts,150,single family units,1455,112.5,0,0,1,2,4,8
7,25/11/2016,Lower Kayole,0.745989,36.462861,WT-6''-97-3758,0,268,single units rentals,3775,201,0,0,1,5,1,0
4,29/11/2016,Upper Kayole,0.748353,36.466414,WT11-06''-12842,0,169,mixed rental storied (2 bedroomed plus) and family units,1750,126.75,0,0,0,0,3,0
1,24/11/2016,park view,0.744511,36.462356,WT-4''-96-4997,Mt_Pb,69,single family units,3480,51.75,2,1,0,2,3,1
12,5/12/2016,mirema,0.747331,36.449278,"WT11-6""-07-15274",LK_3,115,single family units,960,86.25,0,0,0,0,4,3
1,5/12/2016,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,2
1,5/12/2016,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,1
10,9/12/2016,mirema,0.746781,36.456256,WT11-6''-12905,Other_Acts,150,single family units,1455,112.5,0,0,1,2,4,4
11,15/12/2016,mirema,0.747003,36.452739,WT11-6-08-07022,LK_1,136,single family units,1230,102,0,0,0,0,4,8
1,15/12/2016,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,1
1,16/12/2016,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,1
11,20/12/2016,mirema,0.747003,36.452739,WT11-6-08-07022,Mt_Pb,69,single family units,1230,51.75,0,0,0,0,4,1
2,20/12/2016,park view,0.745786,36.463575,WT-4''-96-4969,Illegal_Abs,8,mixed family and single rentals,4230,6,0,0,0,0,2,8
1,23/12/2016,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,1
3,20/12/2016,Upper Kayole,0.747153,36.465,WT11-6''-1269,LK_3,125,rentals storied (2 bedroomed plus),2120,93.75,1,2,0,1,2,8
10,21/12/2016,mirema,0.746781,36.456256,WT11-6''-12905,Other_Acts,150,single family units,1455,112.5,0,0,1,2,4,8
5,19/12/2016,Upper Kayole,0.752542,36.471314,WT11-6''-97-3753,Other_Acts,47,mixed rentals and homes,1650,35.25,1,3,1,3,4,2
1,19/12/2016,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,3
6,19/12/2016,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,Htl_Inds,179,single units rentals,1604,134.25,2,0,1,2,1,8
12,4/1/2017,mirema,0.747331,36.449278,"WT11-6""-07-15274",Mt_Pb,115,single family units,960,86.25,0,0,0,0,4,5
2,9/1/2017,park view,0.745786,36.463575,WT-4''-96-4969,Htl_Inds,8,mixed family and single rentals,4230,6,0,0,0,0,2,32
7,9/1/2017,Lower Kayole,0.745989,36.462861,WT-6''-97-3758,Mt_Pb,45,single units rentals,3775,33.75,0,0,1,5,1,2
7,3/1/2017,Lower Kayole,0.745989,36.462861,WT-6''-97-3758,Mt_Pb,45,single units rentals,3775,33.75,0,0,1,5,1,4
6,9/1/2017,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,Other_Acts,179,single units rentals,1604,134.25,2,0,1,2,1,8
8,11/1/2017,Lower Kayole,0.748819,36.465983,WT11-6''-2949,LK_1,181,Single Units rentals,1710,135.75,0,0,0,3,1,8
3,16/01/2017,Upper Kayole,0.747153,36.465,WT11-6''-1269,Other_Acts,125,rentals storied (2 bedroomed plus),2120,93.75,1,2,0,1,2,8
1,25/01/2017,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,1
1,27/01/2017,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,1
2,7/2/2017,park view,0.745786,36.463575,WT-4''-96-4969,Other_Acts,8,mixed family and single rentals,4230,6,0,0,0,0,2,2
1,1/2/2017,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,3
12,1/2/2017,mirema,0.747331,36.449278,"WT11-6""-07-15274",LK_2,115,single family units,960,86.25,0,0,0,0,4,1
6,3/2/2017,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,New_Cons,179,single units rentals,1604,134.25,2,0,1,2,1,3
10,10/2/2017,mirema,0.746781,36.456256,WT11-6''-12905,Other_Acts,150,single family units,1455,112.5,0,0,1,2,4,3
1,17/02/2017,park view,0.744511,36.462356,WT-4''-96-4997,Mt_Pb,69,single family units,3480,51.75,2,1,0,2,3,3
1,13/02/2017,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,2
1,15/02/2017,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,3
1,16/02/2017,park view,0.744511,36.462356,WT-4''-96-4997,LK_3,69,single family units,3480,51.75,2,1,0,2,3,8
11,16/02/2017,mirema,0.747003,36.452739,WT11-6-08-07022,Other_Acts,136,single family units,1230,102,0,0,0,0,4,8
1,17/02/2017,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,3
3,13/02/2017,Upper Kayole,0.747153,36.465,WT11-6''-1269,New_Cons,79,rentals storied (2 bedroomed plus),2120,59.25,1,2,0,1,2,8
1,13/02/2017,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,3
11,21/02/2017,mirema,0.747003,36.452739,WT11-6-08-07022,Mt_Pb,136,single family units,1230,102,0,0,0,0,4,2
8,21/02/2017,Lower Kayole,0.748819,36.465983,WT11-6''-2949,Mt_Pb,181,Single Units rentals,1710,135.75,0,0,0,3,1,2
5,22/02/2017,Upper Kayole,0.752542,36.471314,WT11-6''-97-3753,LK_3,47,mixed rentals and homes,1650,35.25,1,3,1,3,4,16
1,22/02/2017,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,3
1,24/02/2017,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,3
11,24/02/2017,mirema,0.747003,36.452739,WT11-6-08-07022,LK_3,136,single family units,1230,102,0,0,0,0,4,24
1,22/02/2017,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,3
1,24/02/2017,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,3
2,7/3/2017,park view,0.745786,36.463575,WT-4''-96-4969,Insts,8,mixed family and single rentals,4230,6,0,0,0,0,2,8
11,8/3/2017,mirema,0.747003,36.452739,WT11-6-08-07022,Htl_Inds,136,single family units,1230,102,0,0,0,0,4,16
11,10/3/2017,mirema,0.747003,36.452739,WT11-6-08-07022,Other_Acts,136,single family units,1230,102,0,0,0,0,4,2
10,10/3/2017,mirema,0.746781,36.456256,WT11-6''-12905,Other_Acts,150,single family units,1455,112.5,0,0,1,2,4,4
1,13/03/2017,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,2
9,14/03/2017,Lower Kayole,0.751231,36.468708,WT11-6''-06-1378,New_Cons,69,one bedroomed plus,2600,51.75,2,2,0,0,1,8
7,14/03/2017,Lower Kayole,0.745989,36.462861,WT-6''-97-3758,New_Cons,268,single units rentals,3775,201,0,0,1,5,1,8
1,20/03/2017,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,16
5,22/03/2017,Upper Kayole,0.752542,36.471314,WT11-6''-97-3753,New_Cons,251,mixed rentals and homes,1650,188.25,1,3,1,3,4,8
6,22/03/2017,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,0,259,single units rentals,1604,194.25,2,0,1,2,1,0
11,30/03/2017,mirema,0.747003,36.452739,WT11-6-08-07022,0,136,single family units,1230,102,0,0,0,0,4,0
1,31/03/2017,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,8
6,31/03/2017,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,New_Cons,179,single units rentals,1604,134.25,2,0,1,2,1,8
10,27/03/2017,mirema,0.746781,36.456256,WT11-6''-12905,Htl_Inds,150,single family units,1455,112.5,0,0,1,2,4,8
11,28/03/2017,mirema,0.747003,36.452739,WT11-6-08-07022,Other_Acts,136,single family units,1230,102,0,0,0,0,4,2
1,5/4/2017,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,4
10,7/4/2017,mirema,0.746781,36.456256,WT11-6''-12905,Other_Acts,150,single family units,1455,112.5,0,0,1,2,4,3
9,7/4/2017,Lower Kayole,0.751231,36.468708,WT11-6''-06-1378,Other_Acts,220,one bedroomed plus,2600,165,2,2,0,0,1,4
6,10/4/2017,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,New_Cons,259,single units rentals,1604,194.25,2,0,1,2,1,4
6,10/4/2017,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,Other_Acts,138,single units rentals,1604,103.5,2,0,1,2,1,4
9,12/4/2017,Lower Kayole,0.751231,36.468708,WT11-6''-06-1378,Mt_Pb,220,one bedroomed plus,2600,165,2,2,0,0,1,8
1,12/4/2017,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,8
12,28/04/2017,mirema,0.747331,36.449278,"WT11-6""-07-15274",Other_Acts,190,single family units,960,142.5,0,0,0,0,4,8
10,28/04/2017,mirema,0.746781,36.456256,WT11-6''-12905,Other_Acts,150,single family units,1455,112.5,0,0,1,2,4,4
1,24/04/2017,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,4
2,26/04/2017,park view,0.745786,36.463575,WT-4''-96-4969,LK_3,8,mixed family and single rentals,4230,6,0,0,0,0,2,2
3,1/5/2017,Upper Kayole,0.747153,36.465,WT11-6''-1269,LK_3,125,rentals storied (2 bedroomed plus),2120,93.75,1,2,0,1,2,16
6,3/5/2017,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,Mt_Pb,138,single units rentals,1604,103.5,2,0,1,2,1,2
6,8/5/2017,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,LK_3,259,single units rentals,1604,194.25,2,0,1,2,1,8
11,10/5/2017,mirema,0.747003,36.452739,WT11-6-08-07022,Mt_Pb,69,single family units,1230,51.75,0,0,0,0,4,3
1,10/5/2017,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,4
5,11/5/2017,Upper Kayole,0.752542,36.471314,WT11-6''-97-3753,Mt_Pb,251,mixed rentals and homes,1650,188.25,1,3,1,3,4,1
10,12/5/2017,mirema,0.746781,36.456256,WT11-6''-12905,Other_Acts,150,single family units,1455,112.5,0,0,1,2,4,3
9,15/05/2017,Lower Kayole,0.751231,36.468708,WT11-6''-06-1378,LK_3,69,one bedroomed plus,2600,51.75,2,2,0,0,1,2
9,15/05/2017,Lower Kayole,0.751231,36.468708,WT11-6''-06-1378,LK_2,69,one bedroomed plus,2600,51.75,2,2,0,0,1,3
4,17/05/2017,Upper Kayole,0.748353,36.466414,WT11-06''-12842,Insts,118,mixed rental storied (2 bedroomed plus) and family units,1750,88.5,0,0,0,0,3,8
12,17/05/2017,mirema,0.747331,36.449278,"WT11-6""-07-15274",Illegal_Abs,115,single family units,960,86.25,0,0,0,0,4,3
9,19/05/2017,Lower Kayole,0.751231,36.468708,WT11-6''-06-1378,LK_3,220,one bedroomed plus,2600,165,2,2,0,0,1,8
11,22/05/2017,mirema,0.747003,36.452739,WT11-6-08-07022,Illegal_Abs,69,single family units,1230,51.75,0,0,0,0,4,2
2,22/05/2017,park view,0.745786,36.463575,WT-4''-96-4969,Other_Acts,8,mixed family and single rentals,4230,6,0,0,0,0,2,1
11,31/05/2017,mirema,0.747003,36.452739,WT11-6-08-07022,Mt_Pb,69,single family units,1230,51.75,0,0,0,0,4,3
2,5/6/2017,park view,0.745786,36.463575,WT-4''-96-4969,Mt_Pb,8,mixed family and single rentals,4230,6,0,0,0,0,2,3
1,5/6/2017,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,3
2,6/6/2017,park view,0.745786,36.463575,WT-4''-96-4969,Other_Acts,8,mixed family and single rentals,4230,6,0,0,0,0,2,2
12,8/6/2017,mirema,0.747331,36.449278,"WT11-6""-07-15274",Mt_Pb,115,single family units,960,86.25,0,0,0,0,4,4
10,9/6/2017,mirema,0.746781,36.456256,WT11-6''-12905,Other_Acts,150,single family units,1455,112.5,0,0,1,2,4,4
1,9/6/2017,park view,0.744511,36.462356,WT-4''-96-4997,0,69,single family units,3480,51.75,2,1,0,2,3,0
8,12/6/2017,Lower Kayole,0.748819,36.465983,WT11-6''-2949,LK_3,181,Single Units rentals,1710,135.75,0,0,0,3,1,40
1,12/6/2017,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,24
11,13/06/2017,mirema,0.747003,36.452739,WT11-6-08-07022,Other_Acts,136,single family units,1230,102,0,0,0,0,4,3
1,19/06/2017,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,4
3,20/06/2017,Upper Kayole,0.747153,36.465,WT11-6''-1269,Other_Acts,125,rentals storied (2 bedroomed plus),2120,93.75,1,2,0,1,2,8
1,26/06/2017,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,2
12,28/06/2017,mirema,0.747331,36.449278,"WT11-6""-07-15274",Mt_Pb,115,single family units,960,86.25,0,0,0,0,4,2
1,28/06/2017,park view,0.744511,36.462356,WT-4''-96-4997,LK_1,69,single family units,3480,51.75,2,1,0,2,3,8
11,28/06/2017,mirema,0.747003,36.452739,WT11-6-08-07022,Rare_Acts,69,single family units,1230,51.75,0,0,0,0,4,2
11,30/06/2017,mirema,0.747003,36.452739,WT11-6-08-07022,Other_Acts,136,single family units,1230,102,0,0,0,0,4,2
9,27/06/2017,Lower Kayole,0.751231,36.468708,WT11-6''-06-1378,LK_3,220,one bedroomed plus,2600,165,2,2,0,0,1,1
11,6/7/2017,mirema,0.747003,36.452739,WT11-6-08-07022,Mt_Pb,69,single family units,1230,51.75,0,0,0,0,4,2
12,6/7/2017,mirema,0.747331,36.449278,"WT11-6""-07-15274",Illegal_Abs,115,single family units,960,86.25,0,0,0,0,4,4
10,7/7/2017,mirema,0.746781,36.456256,WT11-6''-12905,LK_3,150,single family units,1455,112.5,0,0,1,2,4,8
7,10/7/2017,Lower Kayole,0.745989,36.462861,WT-6''-97-3758,LK_2,158,single units rentals,3775,118.5,0,0,1,5,1,8
9,14/07/2017,Lower Kayole,0.751231,36.468708,WT11-6''-06-1378,Illegal_Abs,220,one bedroomed plus,2600,165,2,2,0,0,1,8
2,14/07/2017,park view,0.745786,36.463575,WT-4''-96-4969,Other_Acts,8,mixed family and single rentals,4230,6,0,0,0,0,2,8
10,17/07/2017,mirema,0.746781,36.456256,WT11-6''-12905,Other_Acts,150,single family units,1455,112.5,0,0,1,2,4,4
2,18/07/2017,park view,0.745786,36.463575,WT-4''-96-4969,Other_Acts,8,mixed family and single rentals,4230,6,0,0,0,0,2,8
12,24/07/2017,mirema,0.747331,36.449278,"WT11-6""-07-15274",Rare_Acts,190,single family units,960,142.5,0,0,0,0,4,8
11,25/07/2017,mirema,0.747003,36.452739,WT11-6-08-07022,Other_Acts,136,single family units,1230,102,0,0,0,0,4,2
12,25/07/2017,mirema,0.747331,36.449278,"WT11-6""-07-15274",LK_3,115,single family units,960,86.25,0,0,0,0,4,112
1,25/07/2017,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,1
5,28/07/2017,Upper Kayole,0.752542,36.471314,WT11-6''-97-3753,New_Cons,251,mixed rentals and homes,1650,188.25,1,3,1,3,4,8
6,24/07/2017,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,New_Cons,179,single units rentals,1604,134.25,2,0,1,2,1,8
3,24/07/2017,Upper Kayole,0.747153,36.465,WT11-6''-1269,Other_Acts,125,rentals storied (2 bedroomed plus),2120,93.75,1,2,0,1,2,8
11,25/07/2017,mirema,0.747003,36.452739,WT11-6-08-07022,Other_Acts,136,single family units,1230,102,0,0,0,0,4,2
8,27/07/2017,Lower Kayole,0.748819,36.465983,WT11-6''-2949,Other_Acts,181,Single Units rentals,1710,135.75,0,0,0,3,1,1
4,27/07/2017,Upper Kayole,0.748353,36.466414,WT11-06''-12842,Mt_Pb,169,mixed rental storied (2 bedroomed plus) and family units,1750,126.75,0,0,0,0,3,2
1,3/8/2017,park view,0.744511,36.462356,WT-4''-96-4997,Illegal_Abs,69,single family units,3480,51.75,2,1,0,2,3,4
9,7/8/2017,Lower Kayole,0.751231,36.468708,WT11-6''-06-1378,Illegal_Abs,69,one bedroomed plus,2600,51.75,2,2,0,0,1,1
11,8/8/2017,mirema,0.747003,36.452739,WT11-6-08-07022,Other_Acts,136,single family units,1230,102,0,0,0,0,4,4
2,8/8/2017,park view,0.745786,36.463575,WT-4''-96-4969,Other_Acts,8,mixed family and single rentals,4230,6,0,0,0,0,2,4
6,8/8/2017,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,Other_Acts,179,single units rentals,1604,134.25,2,0,1,2,1,8
3,8/8/2017,Upper Kayole,0.747153,36.465,WT11-6''-1269,Other_Acts,125,rentals storied (2 bedroomed plus),2120,93.75,1,2,0,1,2,8
8,10/8/2017,Lower Kayole,0.748819,36.465983,WT11-6''-2949,Other_Acts,181,Single Units rentals,1710,135.75,0,0,0,3,1,4
1,14/08/2017,park view,0.744511,36.462356,WT-4''-96-4997,Illegal_Abs,69,single family units,3480,51.75,2,1,0,2,3,4
9,15/08/2017,Lower Kayole,0.751231,36.468708,WT11-6''-06-1378,Illegal_Abs,69,one bedroomed plus,2600,51.75,2,2,0,0,1,8
9,17/08/2017,Lower Kayole,0.751231,36.468708,WT11-6''-06-1378,Mt_Pb,220,one bedroomed plus,2600,165,2,2,0,0,1,16
11,22/08/2017,mirema,0.747003,36.452739,WT11-6-08-07022,Other_Acts,136,single family units,1230,102,0,0,0,0,4,1
2,22/08/2017,park view,0.745786,36.463575,WT-4''-96-4969,Other_Acts,8,mixed family and single rentals,4230,6,0,0,0,0,2,5
8,24/08/2017,Lower Kayole,0.748819,36.465983,WT11-6''-2949,Other_Acts,181,Single Units rentals,1710,135.75,0,0,0,3,1,2
10,28/08/2017,mirema,0.746781,36.456256,WT11-6''-12905,Other_Acts,150,single family units,1455,112.5,0,0,1,2,4,3
11,5/9/2017,mirema,0.747003,36.452739,WT11-6-08-07022,Other_Acts,136,single family units,1230,102,0,0,0,0,4,1
11,5/9/2017,mirema,0.747003,36.452739,WT11-6-08-07022,Other_Acts,136,single family units,1230,102,0,0,0,0,4,1
2,5/9/2017,park view,0.745786,36.463575,WT-4''-96-4969,Other_Acts,8,mixed family and single rentals,4230,6,0,0,0,0,2,3
7,5/9/2017,Lower Kayole,0.745989,36.462861,WT-6''-97-3758,Mt_Pb,45,single units rentals,3775,33.75,0,0,1,5,1,2
8,7/9/2017,Lower Kayole,0.748819,36.465983,WT11-6''-2949,Other_Acts,181,Single Units rentals,1710,135.75,0,0,0,3,1,2
11,8/9/2017,mirema,0.747003,36.452739,WT11-6-08-07022,Mt_Pb,69,single family units,1230,51.75,0,0,0,0,4,8
6,8/9/2017,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,Mt_Pb,138,single units rentals,1604,103.5,2,0,1,2,1,1
1,11/9/2017,park view,0.744511,36.462356,WT-4''-96-4997,Mt_Pb,69,single family units,3480,51.75,2,1,0,2,3,4
12,13/09/2017,mirema,0.747331,36.449278,"WT11-6""-07-15274",Mt_Pb,115,single family units,960,86.25,0,0,0,0,4,1
11,18/09/2017,mirema,0.747003,36.452739,WT11-6-08-07022,Mt_Pb,69,single family units,1230,51.75,0,0,0,0,4,2
6,19/09/2017,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,Mt_Pb,259,single units rentals,1604,194.25,2,0,1,2,1,8
5,26/09/2017,Upper Kayole,0.752542,36.471314,WT11-6''-97-3753,New_Cons,251,mixed rentals and homes,1650,188.25,1,3,1,3,4,8
7,5/10/2017,Lower Kayole,0.745989,36.462861,WT-6''-97-3758,LK_1,179,single units rentals,3775,134.25,0,0,1,5,1,1
12,5/10/2017,mirema,0.747331,36.449278,"WT11-6""-07-15274",LK_3,125,single family units,960,93.75,0,0,0,0,4,3
11,6/10/2017,mirema,0.747003,36.452739,WT11-6-08-07022,Other_Acts,136,single family units,1230,102,0,0,0,0,4,8
7,11/10/2017,Lower Kayole,0.745989,36.462861,WT-6''-97-3758,LK_3,179,single units rentals,3775,134.25,0,0,1,5,1,3
8,11/10/2017,Lower Kayole,0.748819,36.465983,WT11-6''-2949,Other_Acts,181,Single Units rentals,1710,135.75,0,0,0,3,1,2
2,17/10/2017,park view,0.745786,36.463575,WT-4''-96-4969,Mt_Pb,8,mixed family and single rentals,4230,6,0,0,0,0,2,2
7,19/10/2017,Lower Kayole,0.745989,36.462861,WT-6''-97-3758,Mt_Pb,179,single units rentals,3775,134.25,0,0,1,5,1,2
8,20/10/2017,Lower Kayole,0.748819,36.465983,WT11-6''-2949,Mt_Pb,181,Single Units rentals,1710,135.75,0,0,0,3,1,1
12,24/10/2017,mirema,0.747331,36.449278,"WT11-6""-07-15274",Mt_Pb,115,single family units,960,86.25,0,0,0,0,4,2
6,24/10/2017,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,Mt_Pb,259,single units rentals,1604,194.25,2,0,1,2,1,8
6,24/10/2017,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,Mt_Pb,259,single units rentals,1604,194.25,2,0,1,2,1,3
12,24/10/2017,mirema,0.747331,36.449278,"WT11-6""-07-15274",Mt_Pb,115,single family units,960,86.25,0,0,0,0,4,4
6,24/10/2017,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,Other_Acts,259,single units rentals,1604,194.25,2,0,1,2,1,8
1,25/10/2017,park view,0.744511,36.462356,WT-4''-96-4997,Other_Acts,69,single family units,3480,51.75,2,1,0,2,3,3
4,25/10/2017,Upper Kayole,0.748353,36.466414,WT11-06''-12842,LK_1,118,mixed rental storied (2 bedroomed plus) and family units,1750,88.5,0,0,0,0,3,1
8,25/10/2017,Lower Kayole,0.748819,36.465983,WT11-6''-2949,Mt_Pb,181,Single Units rentals,1710,135.75,0,0,0,3,1,1
6,26/10/2017,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,LK_3,259,single units rentals,1604,194.25,2,0,1,2,1,8
12,26/10/2017,mirema,0.747331,36.449278,"WT11-6""-07-15274",LK_3,115,single family units,960,86.25,0,0,0,0,4,1
6,27/10/2017,Lower Kayole,0.745297,36.461339,WT11-6''-06-12840,LK_3,259,single units rentals,1604,194.25,2,0,1,2,1,8
